battery_level,time_of_day,solar_efficiency,weather_multiplier,terrain_type,dist_to_mineral,dist_to_station,inventory_fill_ratio,target_decision
52.367378086333694,17,0.6234898018587336,0.8,0,5,7,0.384,CONTINUE_MINING
86.33796405951702,22,0.0,0.3,0,6,5,0.077,CONTINUE_MINING
88.9468830137952,5,0.0,0.2,0,3,7,0.456,CONTINUE_MINING
24.503276518649624,9,0.6234898018587335,0.5,1,6,9,0.869,GO_TO_CHARGE
72.05684751981205,16,0.7818314824680299,0.8,0,3,6,0.431,CONTINUE_MINING
91.8075598524205,9,0.6234898018587335,0.3,1,3,14,0.079,CONTINUE_MINING
77.63205970153885,0,0.0,1.0,0,3,10,0.255,CONTINUE_MINING
80.06600641405436,21,0.0,0.5,0,0,6,0.768,CONTINUE_MINING
38.46880788093875,10,0.7818314824680298,1.0,0,6,6,0.205,GO_TO_CHARGE
36.445053150289496,22,0.0,0.8,0,3,5,0.42,GO_TO_CHARGE
40.94627451014848,1,0.0,0.8,0,5,5,0.564,GO_TO_CHARGE
19.638030841926245,20,1.2246467991473532e-16,0.1,0,1,8,0.691,GO_TO_CHARGE
44.77621701512605,20,1.2246467991473532e-16,0.3,0,0,7,0.424,GO_TO_CHARGE
98.60657374716148,13,1.0,0.2,0,3,5,0.312,CONTINUE_MINING
7.713914150902934,17,0.6234898018587336,0.5,1,3,2,0.546,GO_TO_CHARGE
10.611452901136152,10,0.7818314824680298,0.1,0,2,5,0.313,GO_TO_CHARGE
94.3963922901977,16,0.7818314824680299,0.2,0,5,7,0.457,CONTINUE_MINING
72.15441081795099,2,0.0,0.2,0,1,6,0.183,CONTINUE_MINING
49.52117528405559,5,0.0,0.1,0,7,12,0.594,GO_TO_CHARGE
33.03745164978427,17,0.6234898018587336,0.2,1,4,2,0.006,GO_TO_CHARGE
5.981955118282682,21,0.0,0.1,0,2,5,0.374,GO_TO_CHARGE
51.01542525418018,17,0.6234898018587336,0.8,0,1,9,0.824,GO_TO_CHARGE
20.43618328589915,13,1.0,0.8,1,5,4,0.814,GO_TO_CHARGE
61.86807456887977,5,0.0,0.8,0,4,4,0.411,CONTINUE_MINING
48.249937049132456,4,0.0,0.5,1,3,3,0.565,GO_TO_CHARGE
41.62487706897188,10,0.7818314824680298,0.5,0,11,9,0.156,GO_TO_CHARGE
49.98481725527822,5,0.0,0.5,0,7,11,0.958,GO_TO_CHARGE
46.40780137308328,16,0.7818314824680299,0.8,0,1,9,0.724,GO_TO_CHARGE
43.37897289144621,9,0.6234898018587335,0.5,0,4,6,0.007,GO_TO_CHARGE
58.113064245103104,1,0.0,0.1,1,3,6,0.566,GO_TO_CHARGE
83.827193401806,1,0.0,0.5,0,4,15,0.45,CONTINUE_MINING
20.25975272514147,23,0.0,0.8,1,6,8,0.495,GO_TO_CHARGE
56.07897666674564,6,0.0,0.1,1,3,7,0.025,GO_TO_CHARGE
76.82193077720322,8,0.4338837391175581,1.0,0,3,5,0.927,CONTINUE_MINING
40.77941648874223,21,0.0,0.1,0,1,7,0.825,GO_TO_CHARGE
92.20271973388533,22,0.0,0.2,0,0,6,0.498,CONTINUE_MINING
54.01575043778259,14,0.9749279121818236,0.1,0,6,12,0.498,GO_TO_CHARGE
61.100654204512765,0,0.0,0.3,0,6,4,0.526,CONTINUE_MINING
52.33026238315681,3,0.0,0.3,0,3,6,0.235,GO_TO_CHARGE
83.02567259760968,6,0.0,0.8,1,5,4,0.267,CONTINUE_MINING
63.93335278854363,15,0.9009688679024191,0.1,0,10,18,0.84,GO_TO_CHARGE
57.2896812825546,20,1.2246467991473532e-16,0.5,0,1,6,0.978,GO_TO_CHARGE
87.66518168322074,16,0.7818314824680299,0.1,1,4,8,0.447,CONTINUE_MINING
62.825288298807614,1,0.0,0.2,0,4,3,0.492,CONTINUE_MINING
